         TOF        Yobs       sYobs       Ycalc
    16705.14    26145.00     3752.00    31499.00
    16713.49    32217.00     4008.00    39122.00
    16721.85    40648.00     4345.00    54938.00
    16730.21    65296.00     5201.00    85787.00
    16738.57   120364.00     6732.00   141080.00
    16746.95   214265.00     8740.00   230666.00
    16755.32   356922.00    11170.00   358962.00
    16763.70   524284.00    13462.00   518489.00
    16772.09   711323.00    15675.00   686240.00
    16780.47   849702.00    17183.00   826646.00
    16788.85   950782.00    18175.00   906101.00
    16797.25   942807.00    18089.00   906902.00
    16805.66   852921.00    17254.00   834797.00
    16814.05   747038.00    16169.00   714735.00
    16822.46   609284.00    14606.00   576741.00
    16830.88   468034.00    12848.00   445371.00
    16839.29   336181.00    10981.00   334761.00
    16847.69   251888.00     9569.00   248491.00
    16856.13   189949.00     8388.00   184183.00
    16864.57   145303.00     7451.00   137757.00
    16872.99   109629.00     6593.00   104741.00
    16881.43    86986.00     5975.00    81315.00
    16889.87    78029.00     5733.00    64756.00
    16898.30    59366.00     5143.00    53050.00
    16906.76    48604.00     4780.00    44758.00
    16915.21    44070.00     4621.00    38893.00
    16923.66    42420.00     4567.00    34736.00
    16932.13    35889.00     4313.00    31784.00
    16940.60    31593.00     4154.00    29688.00
    16949.07    28168.00     4008.00    28197.00
    16957.55    32720.00     4207.00    27132.00
    16966.04    32150.00     4192.00    26371.00
    16974.52    28017.00     4024.00    25826.00
    16983.00    24186.00     3861.00    25435.00
    16991.49    25499.00     3928.00    25152.00
    16999.99    30671.00     4153.00    24948.00
    17008.48    28135.00     4059.00    24799.00
    17016.98    30790.00     4173.00    24692.00
    17025.50    21210.00     3753.00    24613.00
    17034.01    27147.00     4031.00    24556.00
    17042.53    26968.00     4030.00    24515.00
    17051.04    23015.00     3860.00    24485.00
    17059.57    25038.00     3952.00    24064.00
    17068.10    18092.00     3640.00    24083.00
    17076.63    28285.00     4111.00    24102.00
    17085.17    22444.00     3856.00    24121.00
    17093.72    21542.00     3821.00    24140.00
    17102.26    25305.00     4002.00    24159.00
    17110.81    28314.00     4143.00    24179.00
    17119.37    22053.00     3861.00    24198.00
    17127.93    20277.00     3791.00    24217.00
    17136.49    21710.00     3860.00    24236.00
    17145.06    23206.00     3937.00    24255.00
    17153.64    17628.00     3678.00    24274.00
    17162.21    21947.00     3894.00    24293.00
    17170.79    28654.00     4205.00    24312.00
    17179.38    23352.00     3968.00    24331.00
    17187.97    30397.00     4297.00    24350.00
    17196.56    26057.00     4107.00    24369.00
    17205.17    21567.00     3908.00    24389.00
    17213.78    23980.00     4028.00    24408.00
    17222.38    21877.00     3938.00    24427.00
    17230.99    22894.00     3994.00    24446.00
    17239.59    16893.00     3711.00    24465.00
    17248.21    26428.00     4164.00    24484.00
    17256.85    24213.00     4071.00    24503.00
    17265.47    24224.00     4087.00    24522.00
    17274.10    28135.00     4264.00    24541.00
    17282.73    29630.00     4338.00    24559.00
    17291.38    30282.00     4367.00    24578.00
    17300.04    27996.00     4283.00    24597.00
    17308.67    24008.00     4111.00    24616.00
    17317.32    23636.00     4095.00    24635.00
    17325.99    24054.00     4122.00    24654.00
    17334.66    19103.00     3895.00    24673.00
    17343.33    20048.00     3949.00    24692.00
    17351.99    28438.00     4346.00    24710.00
    17360.66    29671.00     4409.00    24729.00
    17369.34    25157.00     4208.00    24748.00
    17378.04    21755.00     4058.00    24766.00
    17386.72    23355.00     4149.00    24785.00
    17395.41    23342.00     4150.00    24804.00
    17404.11    26090.00     4285.00    24822.00
    17412.82    28328.00     4386.00    24841.00
    17421.53    19637.00     3998.00    24860.00
    17430.23    25260.00     4272.00    24878.00
    17438.94    24510.00     4239.00    24897.00
    17447.67    30895.00     4534.00    24915.00
    17456.40    24500.00     4256.00    24933.00
    17465.13    29931.00     4509.00    24952.00
    17473.86    23327.00     4218.00    24970.00
    17482.59    20387.00     4086.00    24988.00
    17491.33    25957.00     4350.00    25007.00
    17500.07    27300.00     4427.00    25025.00
    17508.82    26977.00     4414.00    25043.00
    17517.58    24759.00     4321.00    25061.00
    17526.34    28194.00     4486.00    25079.00
    17535.10    26325.00     4410.00    25097.00
    17543.87    20914.00     4157.00    25116.00
    17552.65    20870.00     4171.00    25134.00
    17561.42    22759.00     4263.00    25151.00
    17570.21    27705.00     4501.00    25169.00
    17578.98    21246.00     4215.00    25187.00
    17587.77    23465.00     4316.00    25205.00
    17596.58    21905.00     4257.00    25223.00
    17605.37    21416.00     4243.00    25240.00
    17614.17    23464.00     4342.00    25258.00
    17622.98    27732.00     4556.00    25276.00
    17631.79    24658.00     4416.00    25293.00
    17640.61    30977.00     4712.00    25311.00
    17649.43    20565.00     4239.00    25328.00
    17658.25    24783.00     4450.00    25345.00
    17667.08    31028.00     4734.00    25363.00
    17675.92    20330.00     4255.00    25380.00
    17684.75    26274.00     4539.00    25397.00
    17693.59    21813.00     4345.00    25414.00
    17702.43    22798.00     4395.00    25431.00
    17711.28    24732.00     4495.00    25449.00
    17720.14    27961.00     4646.00    25465.00
    17729.01    25119.00     4533.00    25482.00
    17737.88    22366.00     4404.00    25499.00
    17746.74    25722.00     4579.00    25516.00
    17755.61    26223.00     4604.00    25533.00
    17764.49    25134.00     4563.00    25549.00
    17773.37    21731.00     4410.00    25566.00
    17782.25    26523.00     4646.00    25582.00
    17791.15    28900.00     4756.00    25599.00
    17800.05    26105.00     4646.00    25615.00
    17808.95    22893.00     4496.00    25631.00
    17817.86    21060.00     4416.00    25648.00
    17826.77    24579.00     4594.00    25664.00
    17835.68    21911.00     4476.00    25680.00
    17844.60    23934.00     4583.00    25696.00
    17853.51    23652.00     4578.00    25712.00
    17862.44    26179.00     4699.00    25728.00
    17871.38    27724.00     4780.00    25743.00
    17880.30    22128.00     4533.00    25759.00
    17889.23    26906.00     4761.00    25775.00
    17898.19    27948.00     4810.00    25790.00
    17907.15    22160.00     4554.00    25806.00
    17916.09    25134.00     4706.00    25821.00
    17925.05    30887.00     4971.00    25836.00
    17934.01    30542.00     4974.00    25851.00
    17942.97    24180.00     4681.00    25866.00
    17951.94    31721.00     5037.00    25881.00
    17960.91    22622.00     4625.00    25896.00
    17969.90    25985.00     4786.00    25911.00
    17978.89    19429.00     4486.00    25926.00
    17987.88    20260.00     4529.00    25941.00
    17996.88    21855.00     4617.00    25955.00
    18005.88    25403.00     4805.00    25970.00
    18014.86    21596.00     4623.00    25984.00
    18023.88    24330.00     4757.00    25998.00
    18032.90    29610.00     5020.00    26013.00
    18041.91    29933.00     5045.00    26027.00
    18050.93    23984.00     4769.00    26041.00
    18059.96    29283.00     5026.00    26055.00
    18069.00    32539.00     5182.00    26068.00
    18078.03    31521.00     5147.00    26082.00
    18087.07    24207.00     4817.00    26096.00
    18096.10    25721.00     4899.00    26109.00
    18105.15    30976.00     5143.00    26123.00
    18114.20    22970.00     4786.00    26136.00
    18123.25    29492.00     5095.00    26149.00
    18132.32    29508.00     5105.00    26162.00
    18141.38    20759.00     4698.00    26175.00
    18150.46    27235.00     5012.00    26188.00
    18159.54    31654.00     5232.00    26201.00
    18168.62    28726.00     5100.00    26213.00
    18177.71    31489.00     5245.00    26226.00
    18186.79    29198.00     5142.00    26238.00
    18195.88    26200.00     5012.00    26251.00
    18204.98    28840.00     5145.00    26263.00
    18214.08    27369.00     5086.00    26275.00
    18223.19    24931.00     4973.00    26287.00
    18232.30    22848.00     4890.00    26299.00
    18241.41    28309.00     5151.00    26311.00
    18250.54    25307.00     5020.00    26322.00
    18259.66    21744.00     4856.00    26334.00
    18268.79    23360.00     4946.00    26345.00
    18277.93    24365.00     4996.00    26357.00
    18287.07    23397.00     4967.00    26368.00
    18296.22    23190.00     4959.00    26379.00
    18305.36    28912.00     5250.00    26390.00
    18314.50    24136.00     5025.00    26608.00
    18323.66    22669.00     4963.00    26636.00
    18332.83    28533.00     5246.00    26665.00
    18342.00    32206.00     5433.00    26697.00
    18351.18    26661.00     5178.00    26732.00
    18360.35    25498.00     5142.00    26770.00
    18369.52    17116.00     4724.00    26812.00
    18378.71    21887.00     4977.00    26860.00
    18387.90    28610.00     5311.00    26915.00
    18397.09    26520.00     5223.00    26980.00
    18406.29    29997.00     5388.00    27060.00
    18415.49    25966.00     5218.00    27167.00
    18424.70    22351.00     5043.00    27326.00
    18433.91    31080.00     5469.00    27593.00
    18443.13    34900.00     5652.00    28099.00
    18452.35    31330.00     5502.00    29143.00
    18461.59    24352.00     5175.00    31376.00
    18470.82    34676.00     5675.00    36101.00
    18480.05    33829.00     5638.00    45654.00
    18489.29    44533.00     6121.00    63615.00
    18498.52    74937.00     7278.00    94354.00
    18507.77   133788.00     9126.00   141418.00
    18517.04   209145.00    11045.00   204635.00
    18526.30   290103.00    12838.00   277175.00
    18535.56   369576.00    14359.00   345655.00
    18544.83   415019.00    15212.00   393863.00
    18554.09   414578.00    15199.00   409668.00
    18563.37   381119.00    14629.00   390629.00
    18572.65   338885.00    13869.00   344473.00
    18581.93   296538.00    13057.00   284582.00
    18591.23   242320.00    11912.00   223748.00
    18600.52   174154.00    10336.00   170622.00
    18609.82   137004.00     9342.00   128652.00
    18619.13    97450.00     8171.00    97581.00
    18628.44    82877.00     7701.00    75549.00
    18637.75    70974.00     7297.00    60274.00
    18647.08    53141.00     6622.00    49781.00
    18656.40    43154.00     6235.00    42615.00
    18665.73    32652.00     5775.00    37725.00
    18675.07    32625.00     5784.00    34379.00
    18684.41    33575.00     5839.00    32092.00
    18693.75    35123.00     5920.00    30525.00
    18703.09    30588.00     5723.00    29449.00
    18712.43    23538.00     5396.00    28707.00
    18721.79    16850.00     5056.00    28193.00
    18731.16    25493.00     5504.00    27836.00
    18740.53    26243.00     5551.00    27586.00
    18749.91    30279.00     5754.00    27410.00
    18759.28    32093.00     5850.00    27285.00
    18768.65    26106.00     5578.00    27195.00
    18778.04    30750.00     5800.00    27130.00
    18787.42    30324.00     5801.00    27082.00
    18796.81    27823.00     5685.00    27046.00
    18806.21    25529.00     5585.00    27018.00
    18815.62    26942.00     5665.00    26997.00
    18825.02    28642.00     5757.00    26980.00
    18834.44    26270.00     5646.00    26791.00
    18843.85    22049.00     5457.00    26794.00
    18853.27    20049.00     5358.00    26797.00
    18862.70    20898.00     5413.00    26799.00
    18872.14    31507.00     5941.00    26801.00
    18881.57    23377.00     5560.00    26804.00
    18891.00    32405.00     6005.00    26806.00
    18900.45    24506.00     5630.00    26808.00
    18909.91    37462.00     6248.00    26809.00
    18919.36    22360.00     5555.00    26811.00
    18928.81    21811.00     5530.00    26812.00
    18938.28    29534.00     5919.00    26813.00
    18947.75    24800.00     5693.00    26814.00
    18957.23    21571.00     5552.00    26815.00
